Parent,name,class,datatype,units,High Normal,Low Normal,Allow Decimal,locale,synonym.1,answer.1,answer.2,answer.3,answer.4,answer.5,answer.6,answer.7,answer.8,answer.9,answer.10,answer.11,answer.12,shortname,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,reference-term-source,reference-term-code,reference-term-relationship
,5.8 Activities for compression provider,Misc,Block,,,,,,"Toe compression,Compression material used,Wrapping the limb,Mould for Dekinking at folds,MCR Mould,Position for bandaging,Toe Circulation testing,Changing Of Sponge Moulds,Educating toe compression,Educating compression bandaging,Educating Sponge cutting,Cross check for drying of oil between toes & folds,Name of compression provider",,,,,,,,,,,,,,,,,,,,,,,,,,
,Part 5. Treatment Section,Misc,Block,,,,,,"5.1 Activities of Multipurpose Health Worker,5.2 Phanta preparation,5.3 Activities for yoga therapist,5.4 Pre-Indian Manual Lymph Drainage Yoga (to be practiced without compression),5.5 Post-Indian Manual Lymph Drainage Yoga (to be practiced with compression),5.6 Activities Of Manual Lymph Drainage Therapist,5.7 Describe the compression therapy plan for each day,5.8 Activities for compression provider",,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,BEP/treatment demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Hair and nail parrying demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Treatment procedure in sequence (FGD),Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,ADLA care demo / class,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Yoga sequence discussion,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Skin care demo / class,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Preperation of phanta demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Disinfection method demo / class,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Washing compression bandage demo,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 1 Education on treatment,Approver,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entry point,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At Discharge,Treatment,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At Discharge,ADLA care,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,At Baseline,Misc,Block,,,,,,"Entry point,At Discharge",,,,,,,,,,,,,,,,,,,,,,,,,,
,Entry point analysis,Misc,Block,,,,,,At Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.2 Ask the patient to list the following,Misc,Block,,,,,,Entry point analysis,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient Education class,Topic,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient Education class,Date,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient Education class,Name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Patient Education workshops,Misc,Block,,,,,,"6. 1 Education on treatment,6.2 Ask the patient to list the following",,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Summary,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Need change from routine protocol?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Skin wash?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Phanta?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,IMLD1?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,IMLD2?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Compression Therapy?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Yoga Exercise?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Any other immpression?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Impression of Integrative Medical Team,Approver,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Observation & Discussion,Observation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Observation & Discussion,Treatment,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Observation & Discussion,Examiner,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Limb Status,Misc,Coded,,,,,,,Bilateral,Unilateral,Upper limb,Genital,,,,,,,,,,,,,,,,,,,,,,
,Assessment type,Misc,Coded,,,,,,,Baseline,7th day,At Discharge,FU 1,FU 2,FU 3,FU 4,FU 5,FU 6,FU 7,FU 8,,,,,,,,,,,,,,,
,Scores obtained,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Percentage,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Asanas,Misc,Block,,"Limb Status,Assessment type,Thada Asana 1,Thada Asana 2,Thrikona Asana,Ujjayee,Anuloma-viloma,Rachaka-Kumbhaka,Suryabhedana,Bhastrika,Swasthika Asana,Vajra Asana,Padmasana,Gomukh Asana,Bhekasana,Makarasana,Prasruthahastha Padhasana,Vipareethakarani,Shavasana-1,Shavasana-2,Vajra Asana,Prasruthahastha Padhasana,Padmasana,Gomukh Asana,Reviewer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Thada Asana 1 - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Thada Asana 2 - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Thrikona Asana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Ujjayee - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Anuloma-viloma - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Rachaka-Kumbhaka - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Suryabhedana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Bhastrika - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Swasthika Asana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Vajra Asana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Padmasana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Gomukh Asana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Bhekasana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Makarasana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Prasruthahastha Padhasana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Vipareethakarani - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Shavasana-1 - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Shavasana-2 - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Vajra Asana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Prasruthahastha Padhasana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Padmasana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Gomukh Asana - compliance,Misc,Coded,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,,
Asana-compliance,Reviewer - compliance,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9. Yoga Assessment Sheet,Misc,Block,,"Limb Status,Assessment type, Asanas, Asana-compliance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Patient Observations,Comorbidity,Misc,Coded,,,,,,,Bilateral,Unilateral,Upper limb,Genital,,,,,,,,,,,,,,,,,,,,,,
10. Patient Observations,Observations,Misc,Coded,,,,,,,Baseline,7th day,At Discharge,FU 1,FU 2,FU 3,FU 4,FU 5,FU 6,FU 7,FU 8,,,,,,,,,,,,,,,
10. Patient Observations,Nursing Management,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Patient Observations,Doctor’s Advice,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Patient Observations,Nurses notes ,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Patient Observations,Evaluator,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Admission Document,Misc,Block,,,,,,"Part 1: Baseline Data,Part 2. Lymphatic Filariasis Specific Quality of Life Questionnaire (LFSQQ),Part 3. Patient Examination,Part 4. Locomotor changes,Part 5. Treatment Section,6 Patient Education workshops,7. Impression of Integrative Medical Team,8. Observation & Discussion,9. Yoga Assessment Sheet,10. Patient Observations",,,,,,,,,,,,,,,,,,,,,,,,,,
General,How is the improvement?,Misc,Coded,,,,,,,Improved,No improvement,Worsened,Remains same,,,,,,,,,,,,,,,,,,,,,,
General,Are you satisfied?,Misc,Boolean,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,Not applicable,,,,,,,,,,,,,,,,,,,,
General,Whether bystander who was trained attended follow up?,Misc,Coded,,,,,,,Attended,Not attended,"If not, why",,,,,,,,,,,,,,,,,,,,,,,
General,Are you following all treatment procedures,Misc,Boolean,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,Not applicable,,,,,,,,,,,,,,,,,,,,
Phanta Soaking Churna,Which phanta churna you use?,Misc,Coded,,,,,,,Triphala,Yashtimadhu,Manjista,Sariva,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking Churna,Grams per day,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking practice,Whether you are practicing phanta soaking daily?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking practice,How many minutes a day?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking preparation,Gms of powder,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking preparation,Liter of water,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking preparation,liter of luke warm water,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Any changes observed?,Misc,Text,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,Not applicable,,,,,,,,,,,,,,,,,,,,
,Phanta Soaking Details,Misc,Block,,,,,,"Phanta Soaking Churna,Phanta Soaking practice,Phanta Soaking preparation,Any changes observed?",,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,Are you practicing yoga regularly?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,Pre IMLD yoga,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,Post IMLD yoga,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,"Rounds you practice Padanguli namana, Gulfa namana and Gulfa chakrasana in a day?",Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,Any difficulties while doing yoga?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,How are you performing yoga?,Misc,Coded,,,,,,,Sitting on floor,Sitting on bed,Sitting on bench,Sitting on cot,,,,,,,,,,,,,,,,,,,,,,
IMLD,Whether massage is practiced regularly,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing nodal drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Nodal drainage for how long?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing Unmardhana?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Unmardhana for how long?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing Udhwardhana?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Udhwardhana for how long?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing breathing coordination during IMLD,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Who practices IMLD?,Misc,Coded,,,,,,,Self,Trained bystander,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Do you use compression bandage or stockings?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Whether toe compression is practiced regularly?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,"If yes, do you see any change by using toe compression?",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Are you wrapping cloths/top C net after IMLD and before compression?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,How often do you change the CCF,Misc,Coded,,,,,,,When it spoils?,Regularly,,,,,,,,,,,,,,,,,,,,,,,,
Compression,After how many days?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Are you placing MCR moulds,Misc,Coded,,,,,,,Yes,No,Not adviced,,,,,,,,,,,,,,,,,,,,,,,
Compression,"If yes, how many?",Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Which level of compression do you use?,Misc,Coded,,,,,,,Knee,Mid thigh,Groin,,,,,,,,,,,,,,,,,,,,,,,
Compression,Do you use compression at night,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,How many hours you retain bandage per day,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Are you washing and disinfecting cloths/Top C net before use?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,If yes how and frequency,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Durability of compression bandages,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Do you have any difficulty while doing compression,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Do you have any difficulty to purchase medicine or compression material?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Comment on footwear,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Ointment for Intertrigo,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Ointment for eczema/itching,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Ointment for excoriation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Do you have ulcer,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,How you managed?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Whether hair/nail paring is done periodically,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,"If yes, how?",Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,"If yes, how often?",Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,When was last episode of ADLA?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,How many time you had ADLA attack in the last three months?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,How you managed?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask patient to list entry points on their limbs,Observation by the patient,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask patient to list entry points on their limbs,Team members observation/comments,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral medication,Are you taking any oral medication daily,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral medication,Which medications have been prescribed,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral medication,Dosage of the medications,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diet regulation,Are you following any?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diet regulation,What are they,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Problems/Complications,Any other?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefit,Did you find any benefit from treatment?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefit,Any clarifications or doubts?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Procedures practiced,Misc,Coded,,,,,,,Proper,Not proper,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Knowledge level of treatment,Misc,Coded,,,,,,,Complete,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Knowledge about BEP,Misc,Coded,,,,,,,100%,Less that 100%,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Entry point care,Misc,Coded,,,,,,,Good,Not good,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Patient compliance,Misc,Coded,,,,,,,Good,Not good,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Any observation from patient for the changes in routing treatment,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Incharge Name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A,Misc,Block,,,,,,"General,Phanta Soaking Details,Pre and post IMLD yoga,IMLD,Compression,Entry point care,Ask patient to list entry points on their limbs,Oral medication,Diet regulation,Problems/Complications,Benefit,Observations of Counselor",,,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Patient compliance,Misc,Coded,,,,,,,Good,Not good,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Compression method,Misc,Coded,,,,,,,Proper,Not proper,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Cloth wrapping,Misc,Coded,,,,,,,Good,Not good,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Compression material,Misc,Coded,,,,,,,Good,Not good,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Toe compression,Misc,Coded,,,,,,,Good,Not good,,,,,,,,,,,,,,,,,,,,,,,,
